Codigo	Armazem	Descricao
GERES99B4I	01	CAMISA EM BRIM MANGA LONGA AZUL ROYAL C/ FITA REFL. TAM GG
GERES99B4J	01	CAMISA EM BRIM MANGA LONGA AZUL MARINHO C/ FITA REFL TAM G
GERES99B4J	10	CAMISA EM BRIM MANGA LONGA AZUL MARINHO C/ FITA REFL TAM G
GERES99B4K	01	CAMISA EM BRIM MANGA LONGA AZUL MARINHO C/ FITA REFL TAM GG
GERES99B4K	10	CAMISA EM BRIM MANGA LONGA AZUL MARINHO C/ FITA REFL TAM GG
GERES99B4L	01	CAMISA EM BRIM MANGA LONGA AZUL MARINHO C/ FITA REFL TAM M
GERES99B4L	10	CAMISA EM BRIM MANGA LONGA AZUL MARINHO C/ FITA REFL TAM M
GERES99B4M	01	CAMISA EM BRIM MANGA LONGA AZUL MARINHO C/ FITA REFL TAM P
GERES99B4M	10	CAMISA EM BRIM MANGA LONGA AZUL MARINHO C/ FITA REFL TAM P
GERES99B4N	01	CAMISA EM TECIDO BRANCA PARA COZINHEIRO TAM G
GERES99B4O	01	CAMISA EM TECIDO BRANCA PARA COZINHEIRO TAM GG
GERES99B4P	01	CAMISA EM TECIDO BRANCA PARA COZINHEIRO TAM M
GERES99B4Q	01	CAMISA EM TECIDO BRANCA PARA COZINHEIRO TAM P
GERES99B56	01	CAMISA P/ OPERADOR MOTOSSERRA TAM G
GERES99B56	06	CAMISA P/ OPERADOR MOTOSSERRA TAM G
GERES99B57	01	CAMISA P/ OPERADOR MOTOSSERRA TAM GG
GERES99B58	01	CAMISA P/ OPERADOR MOTOSSERRA TAM M
GERES99B58	10	CAMISA P/ OPERADOR MOTOSSERRA TAM M
GERES99B5Z	01	CAMISETA POLO AZ MARINHO MC 67 POL 33 VISC TAM EXG
GERES99B60	01	CAMISETA POLO AZ MARINHO MC 67 POL 33 VISC TAM G
GERES99B60	10	CAMISETA POLO AZ MARINHO MC 67 POL 33 VISC TAM G
GERES99B61	01	CAMISETA POLO AZ MARINHO MC 67 POL 33 VISC TAM GG
GERES99B62	01	CAMISETA POLO AZ MARINHO MC 67 POL 33 VISC TAM M
GERES99B62	10	CAMISETA POLO AZ MARINHO MC 67 POL 33 VISC TAM M
GERES99B63	01	CAMISETA POLO AZ MARINHO MC 67 POL 33 VISC TAM P
GERES99B63	10	CAMISETA POLO AZ MARINHO MC 67 POL 33 VISC TAM P
GERES99B64	01	CAMISETA POLO AZ MARINHO ML 67 POL 33 VISC TAM EXG
GERES99B65	01	CAMISETA POLO AZ MARINHO ML 67 POL 33 VISC TAM G
GERES99B66	01	CAMISETA POLO AZ MARINHO ML 67 POL 33 VISC TAM M
GERES99B66	10	CAMISETA POLO AZ MARINHO ML 67 POL 33 VISC TAM M
GERES99B67	01	CAMISETA POLO AZ MARINHO ML 67 POL 33 VISC TAM P
GERES99B67	10	CAMISETA POLO AZ MARINHO ML 67 POL 33 VISC TAM P
GERES99B6A	01	CANIVETE SEM PONTA INOX
GERES99B6B	01	CANIVETE SEM PONTA INOX COM CABO DE ABS TRAMONTINA
GERES99B6B	06	CANIVETE SEM PONTA INOX COM CABO DE ABS TRAMONTINA
GERES99B6B	10	CANIVETE SEM PONTA INOX COM CABO DE ABS TRAMONTINA
GERES99B6E	01	CANTONEIRA GALVANIZADA 65X65X900MM
GERES99B6G	01	CAPA DE CHUVA EM PVC TAMANHO GG
GERES99B6G	10	CAPA DE CHUVA EM PVC TAMANHO GG
GERES99B6H	01	CAPA DE CHUVA EM PVC TAMANHO UNICO
GERES99B6H	06	CAPA DE CHUVA EM PVC TAMANHO UNICO
GERES99B6H	10	CAPA DE CHUVA EM PVC TAMANHO UNICO
GERES99B6I	01	CAPA EM LONA IMPERMEAVEL PARA COBERTURA DO CESTO AEREO
GERES99B6K	01	CAPA ISOLANTE PARA CONECTORES CUNHA DE 15KV ( PEQUENA ) VERM
GERES99B6K	10	CAPA ISOLANTE PARA CONECTORES CUNHA DE 15KV ( PEQUENA ) VERM
GERES99B6M	01	CAPA PARA CANIVETE
GERES99B6M	06	CAPA PARA CANIVETE
GERES99B6M	10	CAPA PARA CANIVETE
GERES99B6O	01	CAPACETE ABA FRONTAL BC CARNEIRA E JUGULAR PLASTCOR CA 25882
GERES99B6R	01	CAPACETE ABA FRONTAL CL 2 TP B BRANCO CARNEIRA E JUGULAR MSA
GERES99B6R	06	CAPACETE ABA FRONTAL CL 2 TP B BRANCO CARNEIRA E JUGULAR MSA
GERES99B6R	10	CAPACETE ABA FRONTAL CL 2 TP B BRANCO CARNEIRA E JUGULAR MSA
GERES99B6U	01	CAPACETE ABA FRONTAL CL2 TP B AMARELO CARNEIRA E JUGULAR MSA
GERES99B6V	01	CAPACETE ABA TOTAL C/ CARNEIRA E JUGULAR AMARELO
GERES99B6V	06	CAPACETE ABA TOTAL C/ CARNEIRA E JUGULAR AMARELO
GERES99B6V	10	CAPACETE ABA TOTAL C/ CARNEIRA E JUGULAR AMARELO
GERES99B6W	01	CAPACETE ABA TOTAL C/ CARNEIRA E JUGULAR BRANCO
GERES99B6W	06	CAPACETE ABA TOTAL C/ CARNEIRA E JUGULAR BRANCO
GERES99B6W	10	CAPACETE ABA TOTAL C/ CARNEIRA E JUGULAR BRANCO
GERES99B6X	01	CAPACETE P/ OPERADOR DE MOTOSSERRA C/ ABAF. E PROT. FACIAL
GERES99B6X	10	CAPACETE P/ OPERADOR DE MOTOSSERRA C/ ABAF. E PROT. FACIAL
GERES99B6Y	01	CAPACETE PARA MOTOCICLISTA TAM 56
GERES99B6Y	10	CAPACETE PARA MOTOCICLISTA TAM 56
GERES99B6Z	01	CAPACETE PARA MOTOCICLISTA TAM 58
GERES99B6Z	10	CAPACETE PARA MOTOCICLISTA TAM 58
GERES99B70	01	CAPACETE PARA MOTOCICLISTA TAM 60
GERES99B71	01	CAPACETE PARA MOTOCICLISTA TAM 62
GERES99B73	01	CAPUZ BALACLA ANTCH RISCO 2 S ABER NASAL F. HASTE OCULOS T 1
GERES99B73	06	CAPUZ BALACLA ANTCH RISCO 2 S ABER NASAL F. HASTE OCULOS T 1
GERES99B73	10	CAPUZ BALACLA ANTCH RISCO 2 S ABER NASAL F. HASTE OCULOS T 1
GERES99B73	13	CAPUZ BALACLA ANTCH RISCO 2 S ABER NASAL F. HASTE OCULOS T 1
GERES99B75	01	CARGA DE PROVA PARA TESTE DE MEDIDOR
GERES99B75	06	CARGA DE PROVA PARA TESTE DE MEDIDOR
GERES99B75	07	CARGA DE PROVA PARA TESTE DE MEDIDOR
GERES99B75	10	CARGA DE PROVA PARA TESTE DE MEDIDOR
GERES99B76	01	CARNEIRA E JUGULAR (MSA)
GERES99B76	10	CARNEIRA E JUGULAR (MSA)
GERES99B79	01	CARNEIRA JUG CAPA NORTH A29 SERIES YPE 1 CLASSE LT REGU CATR
GERES99B7A	01	CARREGADOR DE BATERIA DE MOTOPODA STIHL MOD. HTA85
GERES99B7C	01	CARRETILHA DUPLA ACAO 225 DAN
GERES99B7C	10	CARRETILHA DUPLA ACAO 225 DAN
GERES99B7C	14	CARRETILHA DUPLA ACAO 225 DAN
GERES99B7F	01	CARRETILHA GANCHO COM TRAVA 450KG
GERES99B7F	06	CARRETILHA GANCHO COM TRAVA 450KG
GERES99B7F	10	CARRETILHA GANCHO COM TRAVA 450KG
GERES99B7H	01	CARRETILHA ISOLADA G FORJADO P/ LINHA VIVA
GERES99B7H	10	CARRETILHA ISOLADA G FORJADO P/ LINHA VIVA
GERES99B7S	01	CARRO DE MAO EXTRAFORTE 65L TRAMONTINA
GERES99B7S	06	CARRO DE MAO EXTRAFORTE 65L TRAMONTINA
GERES99B7S	10	CARRO DE MAO EXTRAFORTE 65L TRAMONTINA
GERES99B7V	01	CARTUCHO FERRAM CONECTOR CUNHA AMARELO 24,30MM
GERES99B7W	01	CARTUCHO FERRAM CONECTOR CUNHA AZUL 14,80MM
GERES99B86	01	CAVADEIRA ARTICULADA GD CABO 1,80M REF. 77751803 TRAMONTINA
GERES99B86	06	CAVADEIRA ARTICULADA GD CABO 1,80M REF. 77751803 TRAMONTINA
GERES99B86	10	CAVADEIRA ARTICULADA GD CABO 1,80M REF. 77751803 TRAMONTINA
GERES99B88	01	CAVADEIRA RETA 08 C/CABO 120CM
GERES99B89	01	CAVADEIRA TIPO AMERICANA GRANDE 2,5M
GERES99B89	10	CAVADEIRA TIPO AMERICANA GRANDE 2,5M
GERES99B8B	10	CAVALETE COM PLACA HOMENS TRABALHANDO (PVC)
GERES99B8K	01	CHAVE ALLEN N 3 S/ ISOLAMENTO
GERES99B94	10	CHAVE CANHAO VASADA S/ ISOLAMENTO 3/8
GERES99B9D	01	CHAVE CATR. 10 - 32MM C/ CATR. 1/2 C/18 PC CAB. ISOL. (MM)
GERES99B9D	10	CHAVE CATR. 10 - 32MM C/ CATR. 1/2 C/18 PC CAB. ISOL. (MM)
GERES99B9E	01	CHAVE CATRACA ( ESTRELA ) CABO ISOLADO 1000V 13MM
GERES99B9E	06	CHAVE CATRACA ( ESTRELA ) CABO ISOLADO 1000V 13MM
GERES99B9E	10	CHAVE CATRACA ( ESTRELA ) CABO ISOLADO 1000V 13MM
GERES99B9F	01	CHAVE CATRACA CABO ISOLADO 1000V - 1/2 PARA SOQUETE
GERES99B9F	10	CHAVE CATRACA CABO ISOLADO 1000V - 1/2 PARA SOQUETE
GERES99B9J	01	CHAVE COMBINADA ISOLADA 1000V 10MM
GERES99B9J	10	CHAVE COMBINADA ISOLADA 1000V 10MM
GERES99B9K	01	CHAVE COMBINADA ISOLADA 1000V 13MM
GERES99B9K	10	CHAVE COMBINADA ISOLADA 1000V 13MM
GERES99B9L	01	CHAVE COMBINADA ISOLADA 1000V 13MM ( 1/2 )
GERES99B9L	10	CHAVE COMBINADA ISOLADA 1000V 13MM ( 1/2 )
GERES99B9Q	01	CHAVE DE ANEL ISOLADA 24MM - ISOLADA 1.000V TRAMONTINA PRO
GERES99B9S	01	CHAVE DE BOCA ISOLADA 1000V 16MM ( 5/8 )
GERES99B9U	01	CHAVE DE BOCA ISOLADA 1000V 17MM ( 21/32 )
GERES99B9U	10	CHAVE DE BOCA ISOLADA 1000V 17MM ( 21/32 )
GERES99B9V	01	CHAVE DE BOCA ISOLADA 1000V 18MM ( 11/16 )
GERES99B9W	01	CHAVE DE BOCA ISOLADA 1000V 18MM X 19MM
GERES99B9W	10	CHAVE DE BOCA ISOLADA 1000V 18MM X 19MM
GERES99B9X	01	CHAVE DE BOCA ISOLADA 1000V 19MM ( 3/4 )
GERES99B9X	10	CHAVE DE BOCA ISOLADA 1000V 19MM ( 3/4 )
GERES99B9Y	01	CHAVE DE BOCA ISOLADA 1000V 20MM X 22MM
GERES99BA4	01	CHAVE DE BOCA ISOLADA 24MM
GERES99BAF	01	CHAVE DE FENDA ISOLADA 1000 V - 3/16 X 4 ( 5 X 100MM )
GERES99BAF	10	CHAVE DE FENDA ISOLADA 1000 V - 3/16 X 4 ( 5 X 100MM )
GERES99BAH	01	CHAVE DE FENDA ISOLADA 1000 V - 5/16 X 8 ( 8 X 200MM )
GERES99BAH	10	CHAVE DE FENDA ISOLADA 1000 V - 5/16 X 8 ( 8 X 200MM )
GERES99BAM	01	CHAVE ESTRELA 13MM ISOLADA
GERES99BAM	06	CHAVE ESTRELA 13MM ISOLADA
GERES99BAM	10	CHAVE ESTRELA 13MM ISOLADA
GERES99BAN	01	CHAVE ESTRELA 14MM ISOLADA
GERES99BAO	01	CHAVE ESTRELA 15MM ISOLADA
GERES99BAP	01	CHAVE ESTRELA 16MM ISOLADA
GERES99BAQ	01	CHAVE ESTRELA 17MM ISOLADA
GERES99BAQ	10	CHAVE ESTRELA 17MM ISOLADA
GERES99BAR	01	CHAVE ESTRELA 18MM ISOLADA
GERES99BAS	01	CHAVE ESTRELA 19MM ISOLADA
GERES99BAS	06	CHAVE ESTRELA 19MM ISOLADA
GERES99BAS	10	CHAVE ESTRELA 19MM ISOLADA
GERES99BAU	01	CHAVE FACA MONOPOLAR 15 KV 630 A
GERES99BB3	01	CHAVE HEXAGONAL (ALLEN) COM CABO ISO 1000V MODELO 42 T 4MM
GERES99BB3	06	CHAVE HEXAGONAL (ALLEN) COM CABO ISO 1000V MODELO 42 T 4MM
GERES99BB3	10	CHAVE HEXAGONAL (ALLEN) COM CABO ISO 1000V MODELO 42 T 4MM
GERES99BB4	01	CHAVE HEXAGONAL (ALLEN) COM CABO ISO 1000V MODELO 42 T 5 MM
GERES99BB4	06	CHAVE HEXAGONAL (ALLEN) COM CABO ISO 1000V MODELO 42 T 5 MM
GERES99BB4	10	CHAVE HEXAGONAL (ALLEN) COM CABO ISO 1000V MODELO 42 T 5 MM
GERES99BB4	14	CHAVE HEXAGONAL (ALLEN) COM CABO ISO 1000V MODELO 42 T 5 MM
GERES99BB5	01	CHAVE HEXAGONAL (ALLEN) COM CABO ISO 1000V MODELO 42 T 6 MM
GERES99BB5	06	CHAVE HEXAGONAL (ALLEN) COM CABO ISO 1000V MODELO 42 T 6 MM
GERES99BB5	10	CHAVE HEXAGONAL (ALLEN) COM CABO ISO 1000V MODELO 42 T 6 MM
GERES99BB6	01	CHAVE HEXAGONAL (ALLEN) COM CABO ISO 1000V MODELO 42 T 8 MM
GERES99BB6	06	CHAVE HEXAGONAL (ALLEN) COM CABO ISO 1000V MODELO 42 T 8 MM
GERES99BB6	10	CHAVE HEXAGONAL (ALLEN) COM CABO ISO 1000V MODELO 42 T 8 MM
GERES99BB7	01	CHAVE IMPACTO 1/2 POL A BATERIA 18V BIVOLT DTW1002RFJ MAKITA
GERES99BB7	10	CHAVE IMPACTO 1/2 POL A BATERIA 18V BIVOLT DTW1002RFJ MAKITA
GERES99BBA	01	CHAVE PHILLIPS ISOLADA 1000V - 3/16 X 6 (1 X 150MM)
GERES99BBA	10	CHAVE PHILLIPS ISOLADA 1000V - 3/16 X 6 (1 X 150MM)
GERES99BBD	01	CHAVE PHILLIPS ISOLADA 1000V - PH 3 X 150MM ( 65 - 975 )
GERES99BBD	10	CHAVE PHILLIPS ISOLADA 1000V - PH 3 X 150MM ( 65 - 975 )
GERES99BBI	01	CHIBANCA C/ CABO - TRAMONTINA
GERES99BBI	06	CHIBANCA C/ CABO - TRAMONTINA
GERES99BBI	10	CHIBANCA C/ CABO - TRAMONTINA
GERES99BBJ	01	CINTA CATRACA P/ AMARRAR ESCADA 35MM X 3M 2T C/ 2 CAPA PROTE
GERES99BBJ	06	CINTA CATRACA P/ AMARRAR ESCADA 35MM X 3M 2T C/ 2 CAPA PROTE
GERES99BBJ	10	CINTA CATRACA P/ AMARRAR ESCADA 35MM X 3M 2T C/ 2 CAPA PROTE
GERES99BBN	01	CINTA DE ELEVACAO DE CARGA 3 TON. 2 METROS
GERES99BBO	01	CINTA DE ELEVACAO DE CARGA CAP.03TON COM 6MT DE COMPRIMENTO
GERES99BBO	10	CINTA DE ELEVACAO DE CARGA CAP.03TON COM 6MT DE COMPRIMENTO
GERES99BBT	01	CINTA DE ELEVACAO DE CARGA SLING 4 T - 1,20M
GERES99BBT	10	CINTA DE ELEVACAO DE CARGA SLING 4 T - 1,20M
GERES99BBU	01	CINTA DE ELEVACAO DE CARGA TUBULAR 3T X 1,10M
GERES99BBU	06	CINTA DE ELEVACAO DE CARGA TUBULAR 3T X 1,10M
GERES99BBU	10	CINTA DE ELEVACAO DE CARGA TUBULAR 3T X 1,10M
GERES99BBV	01	CINTA DE ELEVACAO DE CARGA TUBULAR 3T X 1,40M
GERES99BBV	06	CINTA DE ELEVACAO DE CARGA TUBULAR 3T X 1,40M
GERES99BBV	10	CINTA DE ELEVACAO DE CARGA TUBULAR 3T X 1,40M
GERES99BBW	01	CINTA DE ELEVACAO DE CARGA TUBULAR 3T X 1,70M
GERES99BBW	06	CINTA DE ELEVACAO DE CARGA TUBULAR 3T X 1,70M
GERES99BBW	10	CINTA DE ELEVACAO DE CARGA TUBULAR 3T X 1,70M
GERES99BBX	01	CINTA DE ELEVACAO DE CARGA TUBULAR 3T X 3,25M
GERES99BBX	06	CINTA DE ELEVACAO DE CARGA TUBULAR 3T X 3,25M
GERES99BBX	10	CINTA DE ELEVACAO DE CARGA TUBULAR 3T X 3,25M
GERES99BCH	01	CONE DE SINALIZACAO TELESCOPICO
GERES99BCI	01	CONE FLEXIVEL LARANJA 75CM COM ADESIVO REFLETIVO
GERES99BCI	06	CONE FLEXIVEL LARANJA 75CM COM ADESIVO REFLETIVO
GERES99BCI	10	CONE FLEXIVEL LARANJA 75CM COM ADESIVO REFLETIVO
GERES99BCJ	01	CONEC PERF PRINC 10-7 DERIVACAO 1,5-10MM TORQUE 8NM INCESA
GERES99BCK	01	CONECT TERM ESTRANG CB/BAR ALUM 2F 106X22MM 9.00-9.70 MM
GERES99BCQ	01	CONECTOR BOX RETO 1
GERES99BCT	01	CONECTOR COMP. H4 95-120
GERES99BCV	01	CONECTOR COMPRESSAO COM ESTRIBO LIGA DE ALUMINIO 2/0-4/0 AWG
GERES99BCZ	01	CONECTOR CUNHA 2/0-4/0 3/0-3/0 3/0-2 2/0-2/0 CN-6
GERES99BDA	10	CONECTOR CUNHA 35 A 16MM CU OU 6 A 6 CN 12
GERES99BDE	01	CONECTOR CUNHA AL 336,4 CA A 1/0 CA-CAA CN-4/AL4 C/ CAPA
GERES99BDF	01	CONECTOR CUNHA AL 50 - 35MM 70-70 120-10 CN-10 C-AZ
GERES99BDY	01	CONECTOR CUNHA COM ESTRIBO PARA CABO 336,4 MCM - CA-CAA
GERES99BE8	01	CONECTOR CUNHA TIPO 2 VERDE
GERES99BE9	01	CONECTOR CUNHA TIPO 3 VERMELHO
GERES99BEA	01	CONECTOR CUNHA TIPO 4 AZUL
GERES99BEQ	01	CONECTOR DERIV PERFURAT C/C 1,0KV 16-120MM2/4-35MM2
GERES99BER	01	CONECTOR DERIV PERFURAT C/C 1,0KV 35-120MM2/35-120MM2
GERES99BES	01	CONECTOR DERIV PERFURAT C/C 1,0KV 35-95MM2/1,5-6MM2
GERES99BF2	01	CONECTOR ESTRIBO ALUMINIO 35MM-70MM CA 1/0-1/0 2/0-2
GERES99BFA	01	CONECTOR GRAMPO LINHA VIVA COBR 2-1/0AWG/8-2/0AWG 100A
GERES99BFT	01	CONECTOR PERFURANTE 150-35 PRINCIPAL 10-150MM DERIVACAO 4-35
GERES99BFX	01	CONECTOR PERFURANTE DE DERIVACAO 10 - 95
GERES99BFY	01	CONECTOR PERFURANTE ISOLADO 16-120MM
GERES99BGJ	01	CONJ ATERRAMENTO PARA RD 15KV MT GRAMPO TORCAO/ 3 BASTOES
GERES99BGJ	02	CONJ ATERRAMENTO PARA RD 15KV MT GRAMPO TORCAO/ 3 BASTOES
GERES99BGU	01	CONJUNTO ATERRAMENTO PARA REDE MUTIPLEXADAS BT - 800V
GERES99BGU	06	CONJUNTO ATERRAMENTO PARA REDE MUTIPLEXADAS BT - 800V
GERES99BGU	10	CONJUNTO ATERRAMENTO PARA REDE MUTIPLEXADAS BT - 800V
GERES99BGV	01	CONJUNTO ATERRAMENTO SELA REDE AREA AT SEM BASTAO FCP
GERES99BGV	07	CONJUNTO ATERRAMENTO SELA REDE AREA AT SEM BASTAO FCP
GERES99BGW	01	CONJUNTO ATERRAMENTO TEMPORARIO PARA CAMINHAO DE LINHA VIVA
GERES99BGW	06	CONJUNTO ATERRAMENTO TEMPORARIO PARA CAMINHAO DE LINHA VIVA
GERES99BGW	10	CONJUNTO ATERRAMENTO TEMPORARIO PARA CAMINHAO DE LINHA VIVA
GERES99BGX	01	CONJUNTO DE ATERRAMENTO AT - TL 457
GERES99BGX	06	CONJUNTO DE ATERRAMENTO AT - TL 457
GERES99BGX	08	CONJUNTO DE ATERRAMENTO AT - TL 457
GERES99BGX	10	CONJUNTO DE ATERRAMENTO AT - TL 457
GERES99BGZ	01	CONJUNTO DE ATERRAMENTO BT - TL 448
GERES99BGZ	06	CONJUNTO DE ATERRAMENTO BT - TL 448
GERES99BGZ	08	CONJUNTO DE ATERRAMENTO BT - TL 448
GERES99BGZ	10	CONJUNTO DE ATERRAMENTO BT - TL 448
GERES99BH0	01	CONJUNTO DE ATERRAMENTO RAPIDO E TEMPORARIO RD AEREA 34,5KV
GERES99BH0	02	CONJUNTO DE ATERRAMENTO RAPIDO E TEMPORARIO RD AEREA 34,5KV
GERES99BH0	06	CONJUNTO DE ATERRAMENTO RAPIDO E TEMPORARIO RD AEREA 34,5KV
GERES99BH0	08	CONJUNTO DE ATERRAMENTO RAPIDO E TEMPORARIO RD AEREA 34,5KV
GERES99BH0	10	CONJUNTO DE ATERRAMENTO RAPIDO E TEMPORARIO RD AEREA 34,5KV
GERES99BH2	01	CONJUNTO DE CALCA E CAMISA PVC FORRADA REFLETIVO TAM G
GERES99BH2	10	CONJUNTO DE CALCA E CAMISA PVC FORRADA REFLETIVO TAM G
GERES99BH3	01	CONJUNTO DE CALCA E CAMISA PVC FORRADA REFLETIVO TAM GG
GERES99BH3	10	CONJUNTO DE CALCA E CAMISA PVC FORRADA REFLETIVO TAM GG
GERES99BH4	01	CONJUNTO DE CALCA E CAMISA PVC FORRADA REFLETIVO TAM M
GERES99BH4	10	CONJUNTO DE CALCA E CAMISA PVC FORRADA REFLETIVO TAM M
GERES99BH5	01	CONJUNTO DE MESA E CADEIRA DOBRAVEL 4 BANCOS VIRA MALETA
GERES99BH5	04	CONJUNTO DE MESA E CADEIRA DOBRAVEL 4 BANCOS VIRA MALETA
GERES99BH6	01	CONJUNTO JAQUETA E CALCA ANTI CHUVA / FRIO IMPER.TAM G ENEL
GERES99BH9	01	CONJUNTO MOTOCICLISTA CALCA E CAMISA TAM G COM CA
GERES99BH9	10	CONJUNTO MOTOCICLISTA CALCA E CAMISA TAM G COM CA
GERES99BHA	01	CONJUNTO MOTOCICLISTA CALCA E CAMISA TAM. M COM CA
GERES99BHA	10	CONJUNTO MOTOCICLISTA CALCA E CAMISA TAM. M COM CA
GERES99BHB	01	CONJUNTO MOTOCICLISTA CALCA E CAMISA TAM. P COM CA
GERES99BHD	01	CONJUNTO MOTOCICLISTA CALCA E CAMISA TAM.GG COM CA
GERES99BHD	06	CONJUNTO MOTOCICLISTA CALCA E CAMISA TAM.GG COM CA
GERES99BHD	10	CONJUNTO MOTOCICLISTA CALCA E CAMISA TAM.GG COM CA
GERES99BHF	01	CORDA DE POLIESTER TRANCADA PET 10MM - VERDE
GERES99BHF	02	CORDA DE POLIESTER TRANCADA PET 10MM - VERDE
GERES99BHF	06	CORDA DE POLIESTER TRANCADA PET 10MM - VERDE
GERES99BHF	10	CORDA DE POLIESTER TRANCADA PET 10MM - VERDE
GERES99BHG	01	CORDA DE POLIESTER TRANCADA PET 12MM - VERDE
GERES99BHG	02	CORDA DE POLIESTER TRANCADA PET 12MM - VERDE
GERES99BHG	06	CORDA DE POLIESTER TRANCADA PET 12MM - VERDE
GERES99BHG	10	CORDA DE POLIESTER TRANCADA PET 12MM - VERDE
GERES99BHI	01	CORDA DE POLIESTER TRANCADA PET 8MM - VERDE
GERES99BHI	02	CORDA DE POLIESTER TRANCADA PET 8MM - VERDE
GERES99BHI	10	CORDA DE POLIESTER TRANCADA PET 8MM - VERDE
GERES99BHJ	01	CORDA POLIAMIDA PARA LINHA DE VIDA 12MM (M)
GERES99BHJ	06	CORDA POLIAMIDA PARA LINHA DE VIDA 12MM (M)
GERES99BHJ	10	CORDA POLIAMIDA PARA LINHA DE VIDA 12MM (M)
GERES99BHM	01	CORDA POLIPROPILENO TORCIDA 03 PERNAS BRANCA 1/2 POLEGADAS
GERES99BHN	01	CORDA POLY DRACON OU POLIPROPILENO 13MM COM A SACOLA
GERES99BHN	10	CORDA POLY DRACON OU POLIPROPILENO 13MM COM A SACOLA
GERES99BHO	01	CORDA SEMI ESTATICA K2 11,5M LARANJA CARGA 3888KG
GERES99BHO	02	CORDA SEMI ESTATICA K2 11,5M LARANJA CARGA 3888KG
GERES99BHO	06	CORDA SEMI ESTATICA K2 11,5M LARANJA CARGA 3888KG
GERES99BHO	10	CORDA SEMI ESTATICA K2 11,5M LARANJA CARGA 3888KG
GERES99BHT	01	CORRENTE 71 PM3 1/4 30 CM
GERES99BHT	07	CORRENTE 71 PM3 1/4 30 CM
GERES99BHZ	01	CORTADOR DE GRAMA ELETRICO 1500 W
GERES99BI3	01	CRUZETA AUX C/ BAST 64X2440 E 4 PRES DE SUSP 6862-8
GERES99BI3	06	CRUZETA AUX C/ BAST 64X2440 E 4 PRES DE SUSP 6862-8
GERES99BI3	10	CRUZETA AUX C/ BAST 64X2440 E 4 PRES DE SUSP 6862-8
GERES99BI6	10	CRUZETA AUXILIAR S/ MASTRO 64 X 2410
GERES99BIC	01	CRUZETA T 1900 MM
GERES99BIE	01	CRUZETA TIPO T 1200MM
GERES99BIE	10	CRUZETA TIPO T 1200MM
GERES99BIF	01	CUNHA SEPARADORA DE CABOS MULTIPLEX - EDP
GERES99BJ2	14	DEGRAU PORTATIL DE FIBRA DE VIDRO PARA POSTE DUPLO T
GERES99BJ3	01	DESCASCADOR DE CABO SPACE - SOLUCAO (SE2618) COM ACESSORIOS
GERES99BJ3	06	DESCASCADOR DE CABO SPACE - SOLUCAO (SE2618) COM ACESSORIOS
GERES99BJ3	10	DESCASCADOR DE CABO SPACE - SOLUCAO (SE2618) COM ACESSORIOS
GERES99BJ4	01	DESCENSOR AUTOBLOCANTE ANTIPANICO (DESCIDA E SUBIDA) TC 007
GERES99BJ4	10	DESCENSOR AUTOBLOCANTE ANTIPANICO (DESCIDA E SUBIDA) TC 007
GERES99BJ6	01	DESENCAPADOR PARA CABOS XLPE
GERES99BJ6	05	DESENCAPADOR PARA CABOS XLPE
GERES99BJ6	10	DESENCAPADOR PARA CABOS XLPE
GERES99BJ9	01	DETEC AUSE TENSAO CONT SERVEQ VT 804 BT/MT/AT 1KV A 230KV
GERES99BJA	01	DETECTOR AUSENCIA TENSAO SOLUCAO EQUIP DAT G 10 40KV 60HZ
GERES99BJA	05	DETECTOR AUSENCIA TENSAO SOLUCAO EQUIP DAT G 10 40KV 60HZ
GERES99BJA	10	DETECTOR AUSENCIA TENSAO SOLUCAO EQUIP DAT G 10 40KV 60HZ
GERES99BJB	01	DETECTOR DE TENSAO DE 5 KV A 15 KV SONORO LUMINOSO - EDP
GERES99BJB	05	DETECTOR DE TENSAO DE 5 KV A 15 KV SONORO LUMINOSO - EDP
GERES99BJD	01	DETECTOR DE TENSAO FG-800 AT/ BT/ MT
GERES99BJD	03	DETECTOR DE TENSAO FG-800 AT/ BT/ MT
GERES99BJD	06	DETECTOR DE TENSAO FG-800 AT/ BT/ MT
GERES99BJD	10	DETECTOR DE TENSAO FG-800 AT/ BT/ MT
GERES99BJE	01	DETECTOR DE TENSAO FG-800 AT/ BT/ MT - FERGON
GERES99BJE	05	DETECTOR DE TENSAO FG-800 AT/ BT/ MT - FERGON
GERES99BJE	06	DETECTOR DE TENSAO FG-800 AT/ BT/ MT - FERGON
GERES99BJE	10	DETECTOR DE TENSAO FG-800 AT/ BT/ MT - FERGON
GERES99BJG	05	DETECTOR DE TENSAO POR CONTATO 12KV A 36KV
GERES99BJI	01	DETECTOR DE TENSAO POR CONTATO 70V - 1KV REF CT0,07-1 RITZ
GERES99BJI	05	DETECTOR DE TENSAO POR CONTATO 70V - 1KV REF CT0,07-1 RITZ
GERES99BJI	06	DETECTOR DE TENSAO POR CONTATO 70V - 1KV REF CT0,07-1 RITZ
GERES99BJI	10	DETECTOR DE TENSAO POR CONTATO 70V - 1KV REF CT0,07-1 RITZ
GERES99BJP	01	DINAMOMETRO PADRAO COM GANCHO DE 45 KGF
GERES99BJP	06	DINAMOMETRO PADRAO COM GANCHO DE 45 KGF
