Codigo	Armazem	Descricao
GERES31340	01	ESCOVA CIL CENT POLI S20
GERES31340	07	ESCOVA CIL CENT POLI S20
GERES31466	07	ESCOVA DISCO VARRER 406MM STD
GERES31612	07	CAIXA PLASTICA P SUSTENTACAO DE CAMERAS
GERES31615	01	CANALETA 20X10 C FITA DUPLA FACE 361 2 EF25 ENERBRAS
GERES31615	07	CANALETA 20X10 C FITA DUPLA FACE 361 2 EF25 ENERBRAS
GERES31790	01	TUBO F P 1
GERES31790	07	TUBO F P 1
GERES31982	01	PARAFUSOS AUTOBROCANTE
GERES31982	07	PARAFUSOS AUTOBROCANTE
GERES32078	01	TELA GALVANIZADA ONDULADA
GERES32651	07	BROCA DE WIDIA CONCRETO 10MM 13 32  IRWIN
GERES33032	01	FITA DUPLA FACE 3M 19X 20 VHB TRANSPARENTE
GERES33032	07	FITA DUPLA FACE 3M 19X 20 VHB TRANSPARENTE
GERES33033	01	ARCO DE SERRA STARRETT C LAMINA BS DE 12
GERES33033	07	ARCO DE SERRA STARRETT C LAMINA BS DE 12
GERES33035	01	FITA CREPE 18X50 ADELBRAS
GERES33035	07	FITA CREPE 18X50 ADELBRAS
GERES33045	07	REGISTRO PARA CHUVEIRO 3/4
GERES33114	01	CHAVE LIGA E DESLIGA ( KCD4 )
GERES33114	07	CHAVE LIGA E DESLIGA ( KCD4 )
GERES33203	07	TINTA BRANCO NEVE FOSCO 3 6
GERES33319	07	TIJOLO COMUM
GERES33336	01	ADAPTADOR CURTO PVC 20MM
GERES33336	07	ADAPTADOR CURTO PVC 20MM
GERES33338	07	ADAPTADOR CURTO PVC 32MM
GERES33738	01	CHAPA BIFETEIRA SOBREPOR 40X80CM FERRO
GERES33738	07	CHAPA BIFETEIRA SOBREPOR 40X80CM FERRO
GERES33950	01	TINTA CINZA INTELECTUAL Z M LTX ACR FS SHERWIN WILLIAMS
GERES33950	07	TINTA CINZA INTELECTUAL Z M LTX ACR FS SHERWIN WILLIAMS
GERES33979	01	COLA CONTATO CASCOLA
GERES33979	07	COLA CONTATO CASCOLA
GERES34017	01	SOQUETE MAGNETICO 3/8
GERES34017	07	SOQUETE MAGNETICO 3/8
GERES34128	01	ANEL DE VEDACAO
GERES34128	07	ANEL DE VEDACAO
GERES34304	01	PAINEL ALUPIR 20MM 1200 X 2000MM
GERES34315	07	RODA RODO 3
GERES34329	01	CANTONEIRA L ABAS IGUAIS 1 X 1 8
GERES34329	07	CANTONEIRA L ABAS IGUAIS 1 X 1 8
GERES34341	01	MANGUEIRA DE COMBUSTIVEL DO MOTOR
GERES34341	07	MANGUEIRA DE COMBUSTIVEL DO MOTOR
GERES34463	01	CORREIA A 34
GERES34463	07	CORREIA A 34
GERES34894	01	CIMENTO BRANCO ESTRUTURAL 25KG
GERES34902	07	TE SOLDAVEL 20MM
GERES34903	01	TE SOLDAVEL 32MM
GERES34903	07	TE SOLDAVEL 32MM
GERES35001	07	BROCA 14 ACO RAPIDO
GERES35002	01	BROCA 14 WIDEA
GERES35035	01	PARAFUSO AT 6 3X25 PHILIPS C 50 PCS
GERES35035	07	PARAFUSO AT 6 3X25 PHILIPS C 50 PCS
GERES35156	01	BROCA 4 POLEGADAS 101 60MM
GERES35156	07	BROCA 4 POLEGADAS 101 60MM
GERES35160	07	CAIXA BOX PLASTICO N5
GERES35752	01	PARAFUSO SEXTAVADO M6 X 25 COD 90083191350 STIHL
GERES35752	07	PARAFUSO SEXTAVADO M6 X 25 COD 90083191350 STIHL
GERES35754	01	PARAFUSO SEXTAVADO M8 X 70 COD 41197916100 STIHL
GERES35754	07	PARAFUSO SEXTAVADO M8 X 70 COD 41197916100 STIHL
GERES35788	01	PINO CENTRAL
GERES35788	07	PINO CENTRAL
GERES35860	07	PONTA BITS
GERES35861	01	PONTA BITS PHILIPS
GERES35861	07	PONTA BITS PHILIPS
GERES35865	01	PONTEIRA DE ACO 34
GERES35865	07	PONTEIRA DE ACO 34
GERES35891	01	PORCA COD 1102008
GERES35891	07	PORCA COD 1102008
GERES35894	01	PORCA DE ACO
GERES35894	07	PORCA DE ACO
GERES35945	01	PORCA SEXTAVADA MA 6MM
GERES35945	07	PORCA SEXTAVADA MA 6MM
GERES35993	07	PRATO PLASTICO DESCARTAVEL
GERES36072	01	REBITE 390 X 22MM
GERES36072	07	REBITE 390 X 22MM
GERES36074	01	REBITE 412
GERES36074	07	REBITE 412
GERES36120	07	REFLETOR LED 30W IP65 BR 6500K
GERES36124	07	REGISTRO DE ESFERA 34
GERES36302	01	ANEL DE AJUSTE
GERES36302	07	ANEL DE AJUSTE
GERES36433	01	BOCAL ISOLADO MIG 250
GERES36433	07	BOCAL ISOLADO MIG 250
GERES36535	01	BRACO DO LIMPADOR DE PARABRISA
GERES36578	01	BROCA
GERES36578	07	BROCA
GERES36597	01	BUCHA DE FIXACAO BGL H 312
GERES36597	07	BUCHA DE FIXACAO BGL H 312
GERES36615	01	BUCHA RED 50MM X 40 MM
GERES36615	07	BUCHA RED 50MM X 40 MM
GERES36677	01	CABO P PA EM Y
GERES36769	01	CANETAO P QUADRO BRANCO PILOT PRETO
GERES36769	07	CANETAO P QUADRO BRANCO PILOT PRETO
GERES36772	01	CANO DE AGUA
GERES36772	07	CANO DE AGUA
GERES36777	01	CANTONEIRA 1 12 X 18 6MT
GERES36777	07	CANTONEIRA 1 12 X 18 6MT
GERES36781	01	CAP ESGOTO 150MM
GERES36781	07	CAP ESGOTO 150MM
GERES36790	01	CAPA DE CHUVA C CAPUZ AMARELA TAM G
GERES37023	01	COLA A BASE DE RESINA POLIESTER C CATALIZADOR 30 KG
GERES37023	07	COLA A BASE DE RESINA POLIESTER C CATALIZADOR 30 KG
GERES37049	01	CONDENSADORA DE AR
GERES37049	07	CONDENSADORA DE AR
GERES37066	01	CONEXAO
GERES37066	07	CONEXAO
GERES37067	01	CONEXAO 90 MACHO NPT
GERES37067	07	CONEXAO 90 MACHO NPT
GERES37078	01	CONEXAO MANGUEIRA
GERES37078	07	CONEXAO MANGUEIRA
GERES37086	01	CONFECCAO DE ADESIVO PARA PLACA
GERES37224	01	DIAFRAGMA DA CUICA
GERES37224	07	DIAFRAGMA DA CUICA
GERES37230	01	DIFUSOR DE GAS TOCHA MIG 250
GERES37230	07	DIFUSOR DE GAS TOCHA MIG 250
GERES37233	01	DISCO CORTE 2T 7
GERES37233	07	DISCO CORTE 2T 7
GERES37235	01	DISCO CORTE FERROINOX 4 12 10 X 222
GERES37235	07	DISCO CORTE FERROINOX 4 12 10 X 222
GERES37236	07	DISCO CORTE FREIO
GERES37244	01	DISCO DE CORTE 4 FERRO
GERES37244	07	DISCO DE CORTE 4 FERRO
GERES37254	01	DISCO DE DESBASTE 4 12 60 X 223
GERES37254	07	DISCO DE DESBASTE 4 12 60 X 223
GERES37270	01	DISCO DESBASTE 4 12X78
GERES37270	07	DISCO DESBASTE 4 12X78
GERES37277	01	DISCO FLAP 4 12 GR 80DW8410T DUAL TRIM
GERES37277	07	DISCO FLAP 4 12 GR 80DW8410T DUAL TRIM
GERES37278	01	DISCO FLAP 4 12 X 40
GERES37278	07	DISCO FLAP 4 12 X 40
GERES37285	01	DISCO P MADEIRA 7 14
GERES37285	07	DISCO P MADEIRA 7 14
GERES37323	01	ELETRODO ACO 250MM
GERES37323	07	ELETRODO ACO 250MM
GERES37329	01	EMENDA 14
GERES37329	07	EMENDA 14
GERES37337	01	ENGATE RAPIDO FEMEA
GERES37337	07	ENGATE RAPIDO FEMEA
GERES37338	01	ENGATE RAPIDO MACHO
GERES37338	07	ENGATE RAPIDO MACHO
GERES37363	01	ESPACADOR DE ACO
GERES37363	07	ESPACADOR DE ACO
GERES37368	01	ESPIRAL P CABINE
GERES37371	01	ESPUMA EXPANSIVA
GERES37371	07	ESPUMA EXPANSIVA
GERES37387	01	EXTENSOR P ROLO DE PINTURA
GERES37387	07	EXTENSOR P ROLO DE PINTURA
GERES37408	01	FECHADURA PORTA
GERES37408	07	FECHADURA PORTA
GERES37421	07	FERRO REDONDO 12 6MTS
GERES37464	01	FILTRO OLEO MOTOR
GERES37464	07	FILTRO OLEO MOTOR
GERES37470	01	FITA
GERES37470	07	FITA
GERES37547	01	GAXETA STD
GERES37547	07	GAXETA STD
GERES37615	01	INTERRUPTOR DE LUZ UNIVERSAL
GERES37615	07	INTERRUPTOR DE LUZ UNIVERSAL
GERES37766	07	LAMPADA H1 24V
GERES37773	01	LAMPADA TUBULAR 18W 6500KGLAS
GERES37773	07	LAMPADA TUBULAR 18W 6500KGLAS
GERES37792	01	LENTE PARA MASCARA DE SOLDA TONALIDADE 12
GERES37792	07	LENTE PARA MASCARA DE SOLDA TONALIDADE 12
GERES37827	07	LIXEIRA C PEDAL
GERES37856	01	LUMINARIA LED
GERES37856	07	LUMINARIA LED
GERES37888	01	LUVA LATEX TAM G
GERES37888	07	LUVA LATEX TAM G
GERES37890	01	LUVA LATEX TAM M
GERES37890	07	LUVA LATEX TAM M
GERES37899	01	LUVA REDUCAO SOLD 25X20
GERES37899	07	LUVA REDUCAO SOLD 25X20
GERES37934	01	MANGUEIRA 14
GERES37934	07	MANGUEIRA 14
GERES37952	01	MANGUEIRA HIDRAULICA
GERES37952	07	MANGUEIRA HIDRAULICA
GERES37955	01	MANGUEIRA PRESSAO PRETA A 14 300LB
GERES37955	07	MANGUEIRA PRESSAO PRETA A 14 300LB
GERES37973	01	MANTA
GERES37977	01	MANTA ASFALTICA DRYK POLIETILENO 4MM X 10M
GERES37977	07	MANTA ASFALTICA DRYK POLIETILENO 4MM X 10M
GERES37991	01	MARCADOR
GERES37991	07	MARCADOR
GERES37993	01	MARCADOR INDUSTRIAL TIPO CANETA
GERES37993	07	MARCADOR INDUSTRIAL TIPO CANETA
GERES38035	01	MOLA AEREA HIDRAULICA PORTA
GERES38035	07	MOLA AEREA HIDRAULICA PORTA
GERES38080	01	NIPEL ROSCA 12
GERES38080	07	NIPEL ROSCA 12
GERES38099	01	OCULOS DE SEGURANCA SOBREPOR FUME
GERES38168	01	PAPEL PARDO
GERES38168	07	PAPEL PARDO
GERES38179	07	PARAFUSO  PORCA
GERES38187	01	PARAFUSO 58 75MM
GERES38187	07	PARAFUSO 58 75MM
GERES38202	01	PARAFUSO AUTO BROCANTE 14 X 1 12
GERES38202	07	PARAFUSO AUTO BROCANTE 14 X 1 12
GERES38203	01	PARAFUSO AUTO BROCANTE 14 X 2
GERES38203	07	PARAFUSO AUTO BROCANTE 14 X 2
GERES38206	01	PARAFUSO CHIPBOARD 45 X 25 CABECA CHATA
GERES38206	07	PARAFUSO CHIPBOARD 45 X 25 CABECA CHATA
GERES38207	01	PARAFUSO CHIPBOARD 50X25 CABECA CHATA
GERES38207	07	PARAFUSO CHIPBOARD 50X25 CABECA CHATA
GERES38324	01	SACO DE LIXO 60L PRETO PCT C100 UNID
GERES38324	07	SACO DE LIXO 60L PRETO PCT C100 UNID
GERES38390	01	SERVICO DE GUINCHO
GERES38574	01	TAPETE P VEICULO
GERES38609	01	TERMINAL ENCAIXE
GERES38609	07	TERMINAL ENCAIXE
GERES38616	01	TERMINAL FEMEA TRAVA
GERES38616	07	TERMINAL FEMEA TRAVA
GERES38619	01	TERMINAL MACHO FIXO ORFS 1 X 12 C CAPA
GERES38619	07	TERMINAL MACHO FIXO ORFS 1 X 12 C CAPA
GERES38635	01	THINNER 5 LITROS
GERES38635	07	THINNER 5 LITROS
GERES38640	07	TINTA ALTO BRILHO VERMELHO
GERES38641	01	TINTA AUTOMOTIVA LARANJA
GERES38641	07	TINTA AUTOMOTIVA LARANJA
GERES38643	01	TINTA ESMALTE AMARELO
GERES38643	07	TINTA ESMALTE AMARELO
GERES38644	07	TINTA ESMALTE LARANJA
GERES38647	01	TINTA ESMALTE SINTETICO BRANCO
GERES38647	07	TINTA ESMALTE SINTETICO BRANCO
GERES38648	01	TINTA ESMALTE SINTETICO PRETO
GERES38648	07	TINTA ESMALTE SINTETICO PRETO
GERES38649	01	TINTA ESMALTE VERDE LIMAO SECA RAPIDO
GERES38649	07	TINTA ESMALTE VERDE LIMAO SECA RAPIDO
GERES38660	01	TINTA PRETO FOSCO
GERES38660	07	TINTA PRETO FOSCO
GERES38663	01	TINTA SPRAY BRANCO
GERES38663	07	TINTA SPRAY BRANCO
GERES38665	01	TINTA SPRAY VERMELHO
GERES38665	07	TINTA SPRAY VERMELHO
GERES38670	01	TOMADA 2P T 10A
GERES38670	07	TOMADA 2P T 10A
GERES38682	01	TORNEIRA DE JARDIM
GERES38682	07	TORNEIRA DE JARDIM
GERES38683	01	TORNEIRA PIA 12 METALICA
GERES38683	07	TORNEIRA PIA 12 METALICA
GERES38707	01	TRENA METALICA 5M
GERES38707	07	TRENA METALICA 5M
GERES38708	01	TRENA METALICA 8M
GERES38708	07	TRENA METALICA 8M
GERES38728	01	TUBO COMBUSTIVEL  CUMMINS 3964119
GERES38728	07	TUBO COMBUSTIVEL  CUMMINS 3964119
GERES38750	01	TUBO NYLON
GERES38750	07	TUBO NYLON
GERES38773	01	UNIAO ANTEPARO
GERES38773	07	UNIAO ANTEPARO
GERES38774	01	UNIAO DUPLA
GERES38774	07	UNIAO DUPLA
GERES38775	01	UNIAO EMENDA 6MM
GERES38775	07	UNIAO EMENDA 6MM
GERES38832	01	VALVULA LAVATORIO
GERES38832	07	VALVULA LAVATORIO
GERES38848	07	VEDA ROSCA 25MT
GERES38851	01	VEDADOR
GERES38851	07	VEDADOR
GERES38876	01	VIDRO PARABRISA
GERES38876	07	VIDRO PARABRISA
GERES38881	01	VIGA DE MADEIRA SERRADA 5 X 11CM
GERES38881	07	VIGA DE MADEIRA SERRADA 5 X 11CM
GERES38896	01	LAMPADA
GERES38896	07	LAMPADA
GERES38902	01	SERVICOS ODONTOLOGICOS
GERES38915	01	FLANELA PARA LIMPEZA
GERES38915	07	FLANELA PARA LIMPEZA
GERES38919	01	ESPONJA DUPLA FACE
GERES38919	07	ESPONJA DUPLA FACE
GERES38931	01	CABO P PICARETA
GERES38989	01	ESCOVA CIRCULAR 06 X 1 FURO 12
GERES38989	07	ESCOVA CIRCULAR 06 X 1 FURO 12
GERES38994	01	LUVA LATEX TAM P
GERES38994	07	LUVA LATEX TAM P
GERES39020	07	DISCO LIXA ROTATIVA METAL
GERES39051	01	LUVA ESGOTO 200MM
GERES39051	07	LUVA ESGOTO 200MM
GERES39086	01	DISCO FLAP 4
GERES39086	07	DISCO FLAP 4
GERES39087	01	DISCO FLAP 7
GERES39087	07	DISCO FLAP 7
GERES39369	01	OLEO DE SOJA
GERES39369	07	OLEO DE SOJA
GERES39371	01	FUBA 500G
GERES39371	07	FUBA 500G
GERES39908	01	PEDESTAL PINTADO FOTOCELULA
GERES39908	07	PEDESTAL PINTADO FOTOCELULA
GERES40172	01	INSERT PARA TUBO 12MM 12 X 9
GERES40172	07	INSERT PARA TUBO 12MM 12 X 9
GERES40289	01	CHAPA 20 MEDIDA 1000MM X 1000MM PLACA DE SINALIZACAO
GERES40442	01	TUBO ESGOTO 100MM
GERES40442	07	TUBO ESGOTO 100MM
GERES40445	07	LUVA ESGOTO 100MM
GERES40763	07	MARMITA TERMICA INDIVIDUAL
GERES40780	01	REBITE 419
GERES40780	07	REBITE 419
GERES41013	01	ARAME GALVANIZADO BWG 1KG
GERES41013	07	ARAME GALVANIZADO BWG 1KG
GERES41144	01	GRAMPO GALVANIZADO
GERES41144	07	GRAMPO GALVANIZADO
GERES41158	01	JOELHO PVC 25MM SOLDAVEL
GERES41158	07	JOELHO PVC 25MM SOLDAVEL
GERES41590	01	ARAME MIG ER70S 6 0,9MM
GERES41590	07	ARAME MIG ER70S 6 0,9MM
GERES41753	01	PERFIL U 6000MM
GERES41753	07	PERFIL U 6000MM
GERES41757	01	PINO IND 2P+T 220/240V 32A
GERES41757	07	PINO IND 2P+T 220/240V 32A
GERES41789	01	LUVA DE EMENDA 200MM 8
GERES41813	07	MARTELETE ROMPEDOR 30KG MOD HM 1802 220V MAKITA
GERES42862	01	ODORIZADOR DE AR AEROSOL BOM AR LAVANDA 250ML
GERES42862	07	ODORIZADOR DE AR AEROSOL BOM AR LAVANDA 250ML
GERES42864	01	ODORIZADOR DE AR AUTOM AEROSOL BOM AR LAVANDA C REFIL 250ML
GERES42864	07	ODORIZADOR DE AR AUTOM AEROSOL BOM AR LAVANDA C REFIL 250ML
GERES43233	01	VISOR LIQUIDO 1.1/8 DANFOSS
GERES43233	07	VISOR LIQUIDO 1.1/8 DANFOSS
GERES43301	01	MANGUEIRA DE BORRACHA DE DRENO GERADOR DE VAPOR SCC LINE 20
GERES43301	07	MANGUEIRA DE BORRACHA DE DRENO GERADOR DE VAPOR SCC LINE 20
GERES43349	07	TRILHO ELETRICO PRETO FOSCO 1 0 METRO ALTENA CXA0001 PF
GERES43402	01	MECANISMO COMP. ENT. 30MM E SAIDA 233MM ASTRA
GERES43402	07	MECANISMO COMP. ENT. 30MM E SAIDA 233MM ASTRA
GERES43485	01	CADEADO DE LATAO 35MM PADO
GERES43485	07	CADEADO DE LATAO 35MM PADO
GERES43588	01	DESINFETANTE FLORAL 5L
GERES43588	07	DESINFETANTE FLORAL 5L
GERES44078	01	FITA ADESIVA ARMAFLEX
GERES44078	07	FITA ADESIVA ARMAFLEX
GERES44391	07	RODA 8
GERES44397	07	SUPORTE DO RODO
GERES45083	01	TINTA BRANCA 18L
GERES45083	07	TINTA BRANCA 18L
GERES46515	01	TORNEIRA JARDIM CURTA 1/4V 1128 C23 PLUS
GERES46515	07	TORNEIRA JARDIM CURTA 1/4V 1128 C23 PLUS
GERES46802	01	PAPEL HIGIENICO COM 8X300 BELIPEL GOLD
GERES46802	07	PAPEL HIGIENICO COM 8X300 BELIPEL GOLD
GERES46862	01	VASSOURA PELO ANIMAL 1MT
GERES46862	07	VASSOURA PELO ANIMAL 1MT
GERES47142	01	ACABAMENTO PLAZA PLUS 4X5
GERES47179	07	ADAPTADOR SOLDAVEL 3/4
GERES47208	01	AGUARRAS 0.9LT DISSOLMINAS
GERES47208	07	AGUARRAS 0.9LT DISSOLMINAS
GERES47248	01	ALICATE CORTE DIAGONAL ISOLADO
GERES47248	06	ALICATE CORTE DIAGONAL ISOLADO
GERES47248	10	ALICATE CORTE DIAGONAL ISOLADO
GERES47517	01	BICO 25250
GERES47517	07	BICO 25250
GERES49278	01	CHAVE AJUSTAVEL ISOLADA 12 POLEGADAS
GERES49278	06	CHAVE AJUSTAVEL ISOLADA 12 POLEGADAS
GERES49278	10	CHAVE AJUSTAVEL ISOLADA 12 POLEGADAS
GERES49279	01	CHAVE AJUSTAVEL ISOLADA 8 POLEGADAS
GERES49369	10	CHAVE DE FENDA 1/4X6
GERES49375	01	CHAVE DE FENDA 3/8X8 ISOLADA 1000V 150NR
GERES49375	10	CHAVE DE FENDA 3/8X8 ISOLADA 1000V 150NR
GERES49395	01	CHAVE DE FENDA ISOLADA 1/4X6
GERES49395	02	CHAVE DE FENDA ISOLADA 1/4X6
GERES49395	06	CHAVE DE FENDA ISOLADA 1/4X6
GERES49395	10	CHAVE DE FENDA ISOLADA 1/4X6
GERES49396	01	CHAVE DE FENDA ISOLADA 1/8X6
GERES49396	06	CHAVE DE FENDA ISOLADA 1/8X6
GERES49396	10	CHAVE DE FENDA ISOLADA 1/8X6
GERES49396	14	CHAVE DE FENDA ISOLADA 1/8X6
GERES49398	01	CHAVE DE FENDA ISOLADA 5/16X6
GERES49398	06	CHAVE DE FENDA ISOLADA 5/16X6
GERES49398	10	CHAVE DE FENDA ISOLADA 5/16X6
GERES49467	01	CHAVE PHILLIPS ISOLADA 1/8X4
GERES49590	01	CLIPS GALVANIZADO 3/0 FIO 1,10MM GO OFFICE CX COM 550
GERES49590	07	CLIPS GALVANIZADO 3/0 FIO 1,10MM GO OFFICE CX COM 550
GERES49826	07	CORDA DE SEGURANCA EM POLIAMIDA NR18 1/2X100MTS
GERES50150	01	DISCO DE CORTE 4.1/2X1/8X7/8
GERES50150	07	DISCO DE CORTE 4.1/2X1/8X7/8
GERES50154	01	DISCO DE CORTE FERRO MAKITA 4 POLEGADAS D-19928 1/2X3/32X7/8
GERES50154	07	DISCO DE CORTE FERRO MAKITA 4 POLEGADAS D-19928 1/2X3/32X7/8
GERES50171	01	DISCO FLAP GR.80 4.1/2X7/8
GERES50171	07	DISCO FLAP GR.80 4.1/2X7/8
GERES50327	01	ENXADA COM CABO TRAMONTINA 77214754
GERES50327	06	ENXADA COM CABO TRAMONTINA 77214754
GERES50327	10	ENXADA COM CABO TRAMONTINA 77214754
GERES50373	01	ESCOVA DE ACO COM CABO
GERES50373	07	ESCOVA DE ACO COM CABO
GERES50393	01	ESCOVA LAVAR 350 COM FLANGE
GERES50393	07	ESCOVA LAVAR 350 COM FLANGE
GERES50404	01	ESCOVA ROTATIVA DE ROCAR
GERES50404	07	ESCOVA ROTATIVA DE ROCAR
GERES50456	01	ESPONJA DE USO GERAL VERDE PACOTE COM 10 UNIDADES
GERES50456	07	ESPONJA DE USO GERAL VERDE PACOTE COM 10 UNIDADES
GERES50484	01	ESTILETE PROFISSIONAL 18MM
GERES51575	01	LIXA FERRO GR.180
GERES51575	07	LIXA FERRO GR.180
GERES51615	07	LIXEIRA MIX 50LTS
GERES51634	01	LUMINARIA DE EMERGENCIA 30 LED
GERES51634	07	LUMINARIA DE EMERGENCIA 30 LED
GERES51821	01	LUVA VINIL DESCARTAVEL COM AMIDO VOLK TAM.M CX C/100UN
GERES51821	07	LUVA VINIL DESCARTAVEL COM AMIDO VOLK TAM.M CX C/100UN
GERES52105	01	MECANISMO COMPLETO PARA CAIXA ACOPLADA MU/S ASTRA
GERES52105	07	MECANISMO COMPLETO PARA CAIXA ACOPLADA MU/S ASTRA
GERES52107	01	MECANISMO PARA CAIXA ACOPLADA DUPLO MD303
GERES52107	07	MECANISMO PARA CAIXA ACOPLADA DUPLO MD303
GERES52116	01	MASSA PLASTICA BRANCA SUVINIL
GERES52116	07	MASSA PLASTICA BRANCA SUVINIL
GERES52467	01	PARAFUSO ALLEN C35
GERES52467	07	PARAFUSO ALLEN C35
GERES52470	01	PARAFUSO AUTO BROCANTE ZINCADO FLANGEADO PH 4,2X13 (500 PEC)
GERES52470	07	PARAFUSO AUTO BROCANTE ZINCADO FLANGEADO PH 4,2X13 (500 PEC)
GERES52587	07	PISTOLA DE PINTURA MEDIA PRODUCAO SUCCAO 1,5MM
GERES52618	01	PICARETA COM CABO TRAMONTINA 77300543
GERES52618	06	PICARETA COM CABO TRAMONTINA 77300543
GERES52618	10	PICARETA COM CABO TRAMONTINA 77300543
GERES52743	01	POLASEAL PARA PLASTIFICACAO PLASPIRAL 220X307 100UN
GERES52743	07	POLASEAL PARA PLASTIFICACAO PLASPIRAL 220X307 100UN
GERES52912	01	REFIL MOP UMIDO ALGODAO LOOP BRANCO (CRU)
GERES52912	07	REFIL MOP UMIDO ALGODAO LOOP BRANCO (CRU)
GERES53146	01	ROLETE COM BUCHA BRAVA
GERES53146	07	ROLETE COM BUCHA BRAVA
GERES53525	07	SELADOR ACRIL 4X5
GERES53607	01	SPRAY METALLIK 235ML PRATA 53 COLORGIN 53
GERES53607	07	SPRAY METALLIK 235ML PRATA 53 COLORGIN 53
GERES53896	01	THINNER 5LT TEMPO
GERES53896	07	THINNER 5LT TEMPO
GERES53897	01	THINNER 900ML TEMPO
GERES53897	07	THINNER 900ML TEMPO
GERES53899	07	TINTA 662013 SELF CLASSICA BASE SELFCOLOR SUVINIL
GERES54322	01	IOGURTE
GERES54322	07	IOGURTE
GERES54576	01	CADERNO SECRETARIA 100FL 63G/M CAPA DURA 200X275MM TILIBRA
GERES54576	07	CADERNO SECRETARIA 100FL 63G/M CAPA DURA 200X275MM TILIBRA
GERES54577	01	CADERNO UNIVERSITARIO ESPIRAL CAPA DURA 1X1 96 FL MAIS TILIB
GERES54577	07	CADERNO UNIVERSITARIO ESPIRAL CAPA DURA 1X1 96 FL MAIS TILIB
GERES54791	07	CAMARA AR PNEU CARRINHO MAO 3,25X8
GERES54921	01	CANALETA PVC LISA BRANCO 1 DIVISORIAS 50X20MMX2,20M
GERES54921	07	CANALETA PVC LISA BRANCO 1 DIVISORIAS 50X20MMX2,20M
GERES54956	01	CANTONEIRA ABAS IGUAIS ACO ASTM A36 GALVANIZADO 1/4 X 2POL
GERES54956	07	CANTONEIRA ABAS IGUAIS ACO ASTM A36 GALVANIZADO 1/4 X 2POL
GERES55114	01	CHAVE AJUSTAVELC/ISOLACAO10
GERES55114	06	CHAVE AJUSTAVELC/ISOLACAO10
GERES55114	10	CHAVE AJUSTAVELC/ISOLACAO10
GERES55504	01	FECHADURAEXTERNAACO INOXCHAVE SIMPLESPERFIL LARGOSTAM1601/13
GERES55504	07	FECHADURAEXTERNAACO INOXCHAVE SIMPLESPERFIL LARGOSTAM1601/13
GERES55852	01	ADESIVO(COLA)ACRILICABRP/ RODAPE E GUARNICAO PLASTICOSANTA L
GERES55852	07	ADESIVO(COLA)ACRILICABRP/ RODAPE E GUARNICAO PLASTICOSANTA L
GERES56048	01	ALICATE TERROMETRO DIGITAL MINIPA ET-4310
GERES56048	10	ALICATE TERROMETRO DIGITAL MINIPA ET-4310
GERES56206	01	ARGAMASSA PRONTA P/REBOCO 25KG
GERES56206	07	ARGAMASSA PRONTA P/REBOCO 25KG
GERES56242	01	ARRUELA LISA FERRO ZINCADA 1/4
GERES56242	07	ARRUELA LISA FERRO ZINCADA 1/4
GERES56435	01	BARRA REDONDA ACO CARBONO A36 5/8 6M
GERES56435	07	BARRA REDONDA ACO CARBONO A36 5/8 6M
GERES56493	07	BASE TINTA ACRILICA ACETINADO SUPER LAVAVEL ANTI MANCHAS 16,
GERES56591	01	BOBINA PAPEL KRAFT NATURAL 80G/M2 0,60X150M
GERES56591	07	BOBINA PAPEL KRAFT NATURAL 80G/M2 0,60X150M
GERES56667	01	BOMBONA PLASTICA AZUL 50 LITROS C/ TAMPA FIXA
GERES56667	10	BOMBONA PLASTICA AZUL 50 LITROS C/ TAMPA FIXA
GERES56676	01	BORRACHA VEDACAO PORTA A9066974898 - MERCEDES BENZ
GERES56676	07	BORRACHA VEDACAO PORTA A9066974898 - MERCEDES BENZ
GERES56994	01	PROTECAO CONTRA RESPINGOS
GERES56994	07	PROTECAO CONTRA RESPINGOS
GERES57265	07	FITA DEMARCACAO ADESIVA 48MM X 30M PRETA ROLO
GERES57267	01	FITA DEMARCACAO ADESIVA 48MM X 30M VERMELHA ROLO
GERES57267	07	FITA DEMARCACAO ADESIVA 48MM X 30M VERMELHA ROLO
GERES57634	01	BRACO CHUVEIRO FIXO ALUMINIO 40CM
GERES57634	07	BRACO CHUVEIRO FIXO ALUMINIO 40CM
GERES57635	01	BRACO CHUVEIRO FIXO PVC BRANCO 40CM
GERES57635	07	BRACO CHUVEIRO FIXO PVC BRANCO 40CM
GERES57671	01	CABO COBRE NU 50MM 7 FIOS CL-2A NBR-6524
GERES57967	01	CHAPA XADREZ ACO CARBONO A36 GALV LAMINACAO QUENTE1/8”X1200X
GERES57967	07	CHAPA XADREZ ACO CARBONO A36 GALV LAMINACAO QUENTE1/8”X1200X
GERES58011	07	CHUVEIRO PAREDE CROMADO 1977.C.CT - DECA
GERES58083	07	CLAVICULARIO ACO CARBONO GALVANIZADOCINZA400 CHAVES41X52X10C
GERES59222	01	DOBRADICA ACO GALVANIZADO 3X2.1/2
GERES59222	07	DOBRADICA ACO GALVANIZADO 3X2.1/2
GERES59637	01	EXTRATOR GRAMPO ESPATULA ACO CARBONO GALVANIZADO A FOGO
GERES59637	07	EXTRATOR GRAMPO ESPATULA ACO CARBONO GALVANIZADO A FOGO
GERES59704	01	FECHO FERROLHO REDONDO ACO CROMADO 5
